Mod:Item:MetaData, Localized Name
tconstruct:smeltery_controller:0, Smeltery Controller
tconstruct:seared_tank:0, Seared Tank
tconstruct:seared_tank:1, Seared Gauge
tconstruct:seared_tank:2, Seared Window
tconstruct:faucet:0, Seared Faucet
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Casting Table
tconstruct:casting:1, Casting Basin
tconstruct:smeltery_io:0, Seared Drain
tconstruct:seared_glass:0, Seared Glass
tconstruct:seared_furnace_controller:0, Seared Furnace Controller
tconstruct:tinker_tank_controller:0, Tinker Tank Controller
tconstruct:seared_slab:0, Seared Stone Slab
tconstruct:seared_slab:1, Seared Cobblestone Slab
tconstruct:seared_slab:2, Seared Paver Slab
tconstruct:seared_slab:3, Seared Bricks Slab
tconstruct:seared_slab:4, Cracked Seared Bricks Slab
tconstruct:seared_slab:5, Fancy Seared Bricks Slab
tconstruct:seared_slab:6, Square Seared Bricks Slab
tconstruct:seared_slab:7, Seared Road Slab
tconstruct:seared_slab2:0, Seared Creeperface Slab
tconstruct:seared_slab2:1, Triangle Seared Bricks Slab
tconstruct:seared_slab2:2, Small Seared Bricks Slab
tconstruct:seared_slab2:3, Seared Tile Slab
tconstruct:seared_stairs_stone:0, Seared Stone Stairs
tconstruct:seared_stairs_cobble:0, Seared Cobblestone Stairs
tconstruct:seared_stairs_paver:0, Seared Paver Stairs
tconstruct:seared_stairs_brick:0, Seared Bricks Stairs
tconstruct:seared_stairs_brick_cracked:0, Cracked Seared Bricks Stairs
tconstruct:seared_stairs_brick_fancy:0, Fancy Seared Bricks Stairs
tconstruct:seared_stairs_brick_square:0, Square Seared Bricks Stairs
tconstruct:seared_stairs_brick_triangle:0, Triangle Seared Bricks Stairs
tconstruct:seared_stairs_brick_small:0, Small Seared Bricks Stairs
tconstruct:seared_stairs_road:0, Seared Road Stairs
tconstruct:seared_stairs_tile:0, Seared Tile Stairs
tconstruct:seared_stairs_creeper:0, Seared Creeperface Stairs
tconstruct:cast:0, Blank Cast
tconstruct:cast:0, Kama Head Cast
tconstruct:cast:0, Pan Cast
tconstruct:cast:0, Sword Blade Cast
tconstruct:cast:0, Hand Guard Cast
tconstruct:cast:0, Binding Cast
tconstruct:cast:0, Scythe Head Cast
tconstruct:cast:0, Small Plate Cast
tconstruct:cast:0, Sharpening Kit Cast
tconstruct:cast:0, Arrow Shaft Cast
tconstruct:cast:0, Shovel Head Cast
tconstruct:cast:0, Tough Tool Rod Cast
tconstruct:cast:0, Large Sword Blade Cast
tconstruct:cast:0, Broad Axe Head Cast
tconstruct:cast:0, Pickaxe Head Cast
tconstruct:cast:0, Cross Guard Cast
tconstruct:cast:0, Axe Head Cast
tconstruct:cast:0, Excavator Head Cast
tconstruct:cast:0, Hammer Head Cast
tconstruct:cast:0, Tough Binding Cast
tconstruct:cast:0, Knife Blade Cast
tconstruct:cast:0, Wide Guard Cast
tconstruct:cast:0, Large Plate Cast
tconstruct:cast:0, Sign Plate Cast
tconstruct:cast:0, Tool Rod Cast
tconstruct:cast:0, Bowlimb Cast
tconstruct:cast:0, Arrow Head Cast
tconstruct:cast:0, Shard Cast
tconstruct:cast_custom:0, Ingot Cast
tconstruct:cast_custom:1, Nugget Cast
tconstruct:cast_custom:2, Gem Cast
tconstruct:cast_custom:3, Plate Cast
tconstruct:cast_custom:4, Gear Cast
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Kama Head Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Sword Blade Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Small Plate Clay Cast
tconstruct:clay_cast:0, Sharpening Kit Clay Cast
tconstruct:clay_cast:0, Arrow Shaft Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Broad Axe Head Clay Cast
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Wide Guard Clay Cast
tconstruct:clay_cast:0, Large Plate Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Tool Rod Clay Cast
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:clay_cast:0, Shard Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Slime Channel
tconstruct:slime_channel:1, Slime Channel
tconstruct:slime_channel:2, Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
ftbquests:screen, Task Screen
ftbquests:progress_detector, Quest Progress Detector
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, Progress Screen
ftbquests:chest, Quest Chest
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:reward_collector, Reward Collector
ftbquests:book, Quest Book
ftbquests:lootcrate, Loot Crate
ftbquests:custom_icon, Custom Icon
mekanismgenerators:solarpanel, Solar Panel
mekanismgenerators:hohlraum, Hohlraum
mekanismgenerators:turbineblade, Turbine Blade
mekanismgenerators:generator:0, Heat Generator
mekanismgenerators:generator:1, Solar Generator
mekanismgenerators:generator:3, Gas-Burning Generator
mekanismgenerators:generator:4, Bio-Generator
mekanismgenerators:generator:5, Advanced Solar Generator
mekanismgenerators:generator:6, Wind Generator
mekanismgenerators:generator:7, Turbine Rotor
mekanismgenerators:generator:8, Rotational Complex
mekanismgenerators:generator:9, Electromagnetic Coil
mekanismgenerators:generator:10, Turbine Casing
mekanismgenerators:generator:11, Turbine Valve
mekanismgenerators:generator:12, Turbine Vent
mekanismgenerators:generator:13, Saturating Condenser
mekanismgenerators:reactor:0, Reactor Controller
mekanismgenerators:reactor:1, Reactor Frame
mekanismgenerators:reactor:2, Reactor Port
mekanismgenerators:reactor:3, Reactor Logic Adapter
mekanismgenerators:reactorglass:0, Reactor Glass
mekanismgenerators:reactorglass:1, Laser Focus Matrix
mekanismtools:woodpaxel, Wood Paxel
mekanismtools:stonepaxel, Stone Paxel
mekanismtools:ironpaxel, Iron Paxel
mekanismtools:diamondpaxel, Diamond Paxel
mekanismtools:goldpaxel, Gold Paxel
mekanismtools:glowstonepickaxe, Glowstone Pickaxe
mekanismtools:glowstoneaxe, Glowstone Axe
mekanismtools:glowstoneshovel, Glowstone Shovel
mekanismtools:glowstonehoe, Glowstone Hoe
mekanismtools:glowstonesword, Glowstone Sword
mekanismtools:glowstonepaxel, Glowstone Paxel
mekanismtools:glowstonehelmet, Glowstone Helmet
mekanismtools:glowstonechestplate, Glowstone Chestplate
mekanismtools:glowstoneleggings, Glowstone Leggings
mekanismtools:glowstoneboots, Glowstone Boots
mekanismtools:bronzepickaxe, Bronze Pickaxe
mekanismtools:bronzeaxe, Bronze Axe
mekanismtools:bronzeshovel, Bronze Shovel
mekanismtools:bronzehoe, Bronze Hoe
mekanismtools:bronzesword, Bronze Sword
mekanismtools:bronzepaxel, Bronze Paxel
mekanismtools:bronzehelmet, Bronze Helmet
mekanismtools:bronzechestplate, Bronze Chestplate
mekanismtools:bronzeleggings, Bronze Leggings
mekanismtools:bronzeboots, Bronze Boots
mekanismtools:osmiumpickaxe, Osmium Pickaxe
mekanismtools:osmiumaxe, Osmium Axe
mekanismtools:osmiumshovel, Osmium Shovel
mekanismtools:osmiumhoe, Osmium Hoe
mekanismtools:osmiumsword, Osmium Sword
mekanismtools:osmiumpaxel, Osmium Paxel
mekanismtools:osmiumhelmet, Osmium Helmet
mekanismtools:osmiumchestplate, Osmium Chestplate
mekanismtools:osmiumleggings, Osmium Leggings
mekanismtools:osmiumboots, Osmium Boots
mekanismtools:obsidianpickaxe, Obsidian Pickaxe
mekanismtools:obsidianaxe, Obsidian Axe
mekanismtools:obsidianshovel, Obsidian Shovel
mekanismtools:obsidianhoe, Obsidian Hoe
mekanismtools:obsidiansword, Obsidian Sword
mekanismtools:obsidianpaxel, Obsidian Paxel
mekanismtools:obsidianhelmet, Obsidian Helmet
mekanismtools:obsidianchestplate, Obsidian Chestplate
mekanismtools:obsidianleggings, Obsidian Leggings
mekanismtools:obsidianboots, Obsidian Boots
mekanismtools:lapislazulipickaxe, Lapis Lazuli Pickaxe
mekanismtools:lapislazuliaxe, Lapis Lazuli Axe
mekanismtools:lapislazulishovel, Lapis Lazuli Shovel
mekanismtools:lapislazulihoe, Lapis Lazuli Hoe
mekanismtools:lapislazulisword, Lapis Lazuli Sword
mekanismtools:lapislazulipaxel, Lapis Lazuli Paxel
mekanismtools:lapislazulihelmet, Lapis Lazuli Helmet
mekanismtools:lapislazulichestplate, Lapis Lazuli Chestplate
mekanismtools:lapislazulileggings, Lapis Lazuli Leggings
mekanismtools:lapislazuliboots, Lapis Lazuli Boots
mekanismtools:steelpickaxe, Steel Pickaxe
mekanismtools:steelaxe, Steel Axe
mekanismtools:steelshovel, Steel Shovel
mekanismtools:steelhoe, Steel Hoe
mekanismtools:steelsword, Steel Sword
mekanismtools:steelpaxel, Steel Paxel
mekanismtools:steelhelmet, Steel Helmet
mekanismtools:steelchestplate, Steel Chestplate
mekanismtools:steelleggings, Steel Leggings
mekanismtools:steelboots, Steel Boots
mekanismecoenergistics:morecontrolcircuit:0, Advanced Control Circuit
mekanismecoenergistics:morecontrolcircuit:1, Hybrid Control Circuit
mekanismecoenergistics:morecontrolcircuit:2, Perfect Hybrid Control Circuit
mekanismecoenergistics:morecontrolcircuit:3, Quantum Control Circuit
mekanismecoenergistics:morecontrolcircuit:4, Spectral Control Circuit
mekanismecoenergistics:morecontrolcircuit:5, Protonic Control Circuit
mekanismecoenergistics:morecontrolcircuit:6, Singular Control Circuit
mekanismecoenergistics:morecontrolcircuit:7, Diffractive Control Circuit
mekanismecoenergistics:morecontrolcircuit:8, Photonic Control Circuit
mekanismecoenergistics:morecontrolcircuit:9, Neutron Control Circuit
mekanismecoenergistics:morealloy:0, Advanced Alloy
mekanismecoenergistics:morealloy:1, Hybrid Alloy
mekanismecoenergistics:morealloy:2, Perfect Hybrid Alloy
mekanismecoenergistics:morealloy:3, Quantum Alloy
mekanismecoenergistics:morealloy:4, Spectral Alloy
mekanismecoenergistics:morealloy:5, Protonic Alloy
mekanismecoenergistics:morealloy:6, Singular Alloy
mekanismecoenergistics:morealloy:7, Diffractive Alloy
mekanismecoenergistics:morealloy:8, Photonic Alloy
mekanismecoenergistics:morealloy:9, Neutron Alloy
mekanismecoenergistics:moredust:0, Lapis Dust
mekanismecoenergistics:moredust:1, Emerald Dust
mekanismecoenergistics:moredust:2, Activated Glowstone Dust
mekanismecoenergistics:moredust:3, Refined Lithium Dust
mekanismecoenergistics:dust:0, Titanium Dust
mekanismecoenergistics:dust:1, Uranium Dust
mekanismecoenergistics:dust:2, Iridium Dust
mekanismecoenergistics:morecompressed:0, Compressed Lapis
mekanismecoenergistics:morecompressed:1, Compressed Emerald
mekanismecoenergistics:morecompressed:2, Compressed Glowstone
mekanismecoenergistics:morecompressed:3, Compressed Gold
mekanismecoenergistics:morecompressed:4, Compressed Titanium
mekanismecoenergistics:morecompressed:5, Compressed Uranium
mekanismecoenergistics:morecompressed:6, Compressed Iridium
mekanismecoenergistics:morerod:0, Steel Rod
mekanismecoenergistics:moreingot:0, Activated Glowstone Ingot
mekanismecoenergistics:moreingot:1, Titanium Ingot
mekanismecoenergistics:moreingot:2, Uranium Ingot
mekanismecoenergistics:moreingot:3, Iridium Ingot
mekanismecoenergistics:morenugget:0, Activated Glowstone Nugget
mekanismecoenergistics:morenugget:1, Titanium Nugget
mekanismecoenergistics:morenugget:2, Uranium Nugget
mekanismecoenergistics:morenugget:3, Iridium Nugget
mekanismecoenergistics:morecrystal:0, Titanium Crystal
mekanismecoenergistics:morecrystal:1, Uranium Crystal
mekanismecoenergistics:morecrystal:2, Iridium Crystal
mekanismecoenergistics:moreclump:0, Titanium Clump
mekanismecoenergistics:moreclump:1, Uranium Clump
mekanismecoenergistics:moreclump:2, Iridium Clump
mekanismecoenergistics:moreshard:0, Titanium Shard
mekanismecoenergistics:moreshard:1, Uranium Shard
mekanismecoenergistics:moreshard:2, Iridium Shard
mekanismecoenergistics:moredirtydust:0, Dirty Titanium Dust
mekanismecoenergistics:moredirtydust:1, Dirty Uranium Dust
mekanismecoenergistics:moredirtydust:2, Dirty Iridium Dust
mekanismecoenergistics:moresolarcell:0, Advanced Solar Cell
mekanismecoenergistics:moresolarcell:1, Hybrid Solar Cell
mekanismecoenergistics:moresolarcell:2, Perfect Hybrid Solar Cell
mekanismecoenergistics:moresolarcell:3, Quantum Solar Cell
mekanismecoenergistics:moresolarcell:4, Spectral Solar Cell
mekanismecoenergistics:moresolarcell:5, Protonic Solar Cell
mekanismecoenergistics:moresolarcell:6, Singular Solar Cell
mekanismecoenergistics:moresolarcell:7, Diffractive Solar Cell
mekanismecoenergistics:moresolarcell:8, Photonic Solar Cell
mekanismecoenergistics:moresolarcell:9, Neutron Solar Cell
mekanismecoenergistics:energytabletadvanced, §eAdvanced Energy Tablet
mekanismecoenergistics:energytablethybrid, Hybrid Energy Tablet
mekanismecoenergistics:energytabletperfecthybrid, Perfect Hybrid Energy Tablet
mekanismecoenergistics:energytabletquantum, Quantum Energy Tablet
mekanismecoenergistics:energytabletspectral, Spectral Energy Tablet
mekanismecoenergistics:energytabletprotonic, Protonic Energy Tablet
mekanismecoenergistics:energytabletsingular, Singular Energy Tablet
mekanismecoenergistics:energytabletdiffractive, Diffractive Energy Tablet
mekanismecoenergistics:energytabletphotonic, Photonic Energy Tablet
mekanismecoenergistics:energytabletneutron, Neutron Energy Tablet
mekanismecoenergistics:ecogenerator:0, §eAdvanced Solar Panel
mekanismecoenergistics:ecogenerator:1, §3Hybrid Solar Panel
mekanismecoenergistics:ecogenerator:2, §9Perfect Hybrid Solar Panel
mekanismecoenergistics:ecogenerator:3, §2Quantum Solar Panel
mekanismecoenergistics:ecogenerator:4, §6Spectral Solar Panel
mekanismecoenergistics:ecogenerator:5, §5Protonic Solar Panel
mekanismecoenergistics:ecogenerator:6, §8Singular Solar Panel
mekanismecoenergistics:ecogenerator:7, §cDiffractive Solar Panel
mekanismecoenergistics:ecogenerator:8, §aPhotonic Solar Panel
mekanismecoenergistics:ecogenerator:9, §1§lNeutron Solar Panel
mekanismecoenergistics:ecogeneratoradd:0, §eAdvanced Solar Station
mekanismecoenergistics:ecogeneratoradd:1, §3Hybrid Solar Station
mekanismecoenergistics:ecogeneratoradd:2, §9Perfect Hybrid Solar Station
mekanismecoenergistics:ecogeneratoradd:3, §2Quantum Solar Station
mekanismecoenergistics:ecogeneratoradd:4, §6Spectral Solar Station
mekanismecoenergistics:ecogeneratoradd:5, §5Protonic Solar Station
mekanismecoenergistics:ecogeneratoradd:6, §8Singular Solar Station
mekanismecoenergistics:ecogeneratoradd:7, §cDiffractive Solar Station
mekanismecoenergistics:ecogeneratoradd:8, §aPhotonic Solar Station
mekanismecoenergistics:ecogeneratoradd:9, §1§lNeutron Solar Station
mekanismecoenergistics:ecotransmitter:0, §eAdvanced Universal Cable[WIP]
mekanismecoenergistics:ecotransmitter:0, §3Hybrid Universal Cable[WIP]
mekanismecoenergistics:ecotransmitter:0, §9Perfect Hybrid Universal Cable[WIP]
mekanismecoenergistics:ecotransmitter:0, §2Quantum Universal Cable[WIP]
mekanismecoenergistics:ecotransmitter:0, §6Spectral Universal Cable[WIP]
mekanismecoenergistics:ecotransmitter:0, §5Protonic Universal Cable[WIP]
mekanismecoenergistics:ecotransmitter:0, §8Singular Universal Cable[WIP]
mekanismecoenergistics:ecotransmitter:0, §cDiffractive Universal Cable[WIP]
